,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,ComplianceStatus,ZipCode,Latitude,Longitude,Address,City,State,energy_grad,full_address
1133,23956,2015,NonResidential,Education,ST CATHERINE SCHOOL,5,NORTH,1931,1.0,2.0,23923,0,23923,K-12 SCHOOL,K-12 School,23923.0,72.0,36.5,45.3,76.2,87.6,872555.0,1083713.0,0.0,127137.0,433811.0,4388.0,438762.0,26.33,1.02,No,Compliant,18792.0,47.69061,-122.3187621,800 NE 85TH ST,SEATTLE,WA,A,"800 NE 85TH ST,SEATTLE,WA"
2733,23956,2016,NonResidential,Education,St. Catherine School,5,NORTH,1931,1.0,2.0,23923,0,23923,K-12 SCHOOL,K-12 School,23923.0,69.0,33.70000076,36.79999924,79.4,83.5,805643.5,880687.3125,0.0,147866.2031,504519.0,3011.23999,301124.0,19.51,0.82,False,Compliant,98115.0,47.69061,-122.31992,8524 8th Ave. NE,Seattle,WA,A,"8524 8th Ave. NE,Seattle,WA"
1134,23958,2015,NonResidential,Warehouse,DEWALT FACTORY SERVICE,2,GREATER DUWAMISH,1949,1.0,1.0,20796,0,20796,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,20796.0,,48.3,48.3,91.5,91.5,1004779.0,1004779.0,0.0,118826.0,405450.0,5993.0,599346.0,34.66,1.58,No,Compliant,19584.0,47.583870000000005,-122.3209198,2100 AIRPORT WAY S,SEATTLE,WA,NC,"2100 AIRPORT WAY S,SEATTLE,WA"
2743,23958,2016,NonResidential,Warehouse,2100 Airport Way LLC,2,GREATER DUWAMISH,1949,1.0,1.0,20796,0,20796,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,20796.0,,63.70000076,75.59999847,108.7,121.3,1324092.125,1573106.75,0.0,122128.7031,416703.0,9073.890625,907389.0,51.1,2.46,False,Compliant,98134.0,47.583870000000005,-122.32092,2100 Airport Way South,Seattle,WA,NC,"2100 Airport Way South,Seattle,WA"
1135,23960,2015,NonResidential,Warehouse,HONOLULU FREIGHT SERVICE,2,GREATER DUWAMISH,1947,1.0,1.0,21349,0,21349,"DISTRIBUTION CENTER, OFFICE",Distribution Center,13000.0,65.0,32.7,37.0,75.8,80.3,698177.0,788925.0,0.0,124189.0,423751.0,2744.0,274444.0,17.53,0.74,No,Compliant,19584.0,47.5822,-122.3208007,2326 AIRPORT WAY S,SEATTLE,WA,A,"2326 AIRPORT WAY S,SEATTLE,WA"
2744,23960,2016,NonResidential,Warehouse,Terminal Leasing,2,GREATER DUWAMISH,1947,1.0,1.0,21349,0,21349,"DISTRIBUTION CENTER, OFFICE",Distribution Center,13000.0,70.0,30.89999962,33.40000153,70.6,73.3,659761.875,713915.5,0.0,114315.2969,390044.0,2697.179932,269718.0,17.04,0.8,False,Compliant,98134.0,47.5822,-122.321,2326 Airport Way S,Seattle,WA,A,"2326 Airport Way S,Seattle,WA"
1136,23963,2015,NonResidential,Warehouse,WAREHOUSE,2,GREATER DUWAMISH,1936,1.0,1.0,38630,0,38630,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,38500.0,31.0,11.0,11.0,34.4,34.4,422133.0,422133.0,0.0,123720.0,422151.0,0.0,0.0,2.94,0.03,No,Compliant,19584.0,47.58082,-122.3205443,923 S BAYVIEW ST,SEATTLE,WA,C,"923 S BAYVIEW ST,SEATTLE,WA"
2745,23963,2016,NonResidential,Warehouse,Bayview Building,2,GREATER DUWAMISH,1936,1.0,1.0,38630,0,38630,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,38500.0,33.0,10.80000019,10.80000019,34.0,34.0,416885.5938,416885.5938,0.0,122182.2031,416886.0,0.0,0.0,2.91,0.08,False,Compliant,98134.0,47.58082,-122.32031,923 S. Bayview St.,Seattle,WA,C,"923 S. Bayview St.,Seattle,WA"
2746,23964,2016,NonResidential,Warehouse,Phelps Tire Co,2,GREATER DUWAMISH,1950,1.0,1.0,20724,0,20724,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,19224.0,,88.40000153,100.5999985,123.4,136.3,1832031.5,2085116.625,0.0,88948.0,303491.0,15285.40918,1528541.0,83.3,4.02,False,Compliant,98134.0,47.58032,-122.32083,2520 Airport Way S,Seattle,WA,NC,"2520 Airport Way S,Seattle,WA"
1137,23969,2015,NonResidential,Other,MACDONALD MEAT CO,2,GREATER DUWAMISH,1960,1.0,1.0,24109,0,24109,"MANUFACTURING/INDUSTRIAL PLANT, PARKING",Manufacturing/Industrial Plant,24109.0,,195.7,192.0,614.5,602.9,4718442.0,4629155.0,0.0,1382896.0,4718637.0,0.0,0.0,32.89,0.52,No,Compliant,19584.0,47.5793,-122.3222151,2709 AIRPORT WAY S,SEATTLE,WA,NC,"2709 AIRPORT WAY S,SEATTLE,WA"
2747,23969,2016,NonResidential,Other,"MacDonald Meat Company, LLC",2,GREATER DUWAMISH,1960,1.0,1.0,24109,0,24109,"MANUFACTURING/INDUSTRIAL PLANT, PARKING",Manufacturing/Industrial Plant,24109.0,,196.8999939,196.8999939,618.3,618.3,4747403.5,4747403.5,0.0,1391384.25,4747403.0,0.0,0.0,33.1,1.37,False,Compliant,98134.0,47.5793,-122.32226000000001,2709 Airport Way South,Seattle,WA,NC,"2709 Airport Way South,Seattle,WA"
1138,23971,2015,NonResidential,Warehouse,Charlie's Produce & Catering,2,GREATER DUWAMISH,1955,1.0,1.0,25375,0,25375,"OFFICE, REFRIGERATED WAREHOUSE",Refrigerated Warehouse,23419.0,,148.5,148.5,466.3,466.3,3814590.0,3814590.0,0.0,1117992.0,3814747.0,0.0,0.0,26.59,0.4,No,Compliant,19584.0,47.581179999999996,-122.3221472,2415 AIRPORT WAY S,SEATTLE,WA,NC,"2415 AIRPORT WAY S,SEATTLE,WA"
2748,23971,2016,NonResidential,Warehouse,Airport Way,2,GREATER DUWAMISH,1955,1.0,1.0,25375,0,25375,"OFFICE, REFRIGERATED WAREHOUSE",Refrigerated Warehouse,23419.0,,158.3999939,158.3999939,497.5,497.5,4069301.5,4069301.5,0.0,1192643.875,4069301.0,0.0,0.0,28.37,1.12,False,Compliant,98134.0,47.581179999999996,-122.32211000000001,2415 Airport Way South,Seattle,WA,NC,"2415 Airport Way South,Seattle,WA"
1139,23975,2015,Nonresidential COS,Warehouse,Airport Way Ctr - Bldg D,2,GREATER DUWAMISH,1985,1.0,1.0,22803,0,22803,"NON-REFRIGERATED WAREHOUSE, OTHER",Non-Refrigerated Warehouse,19373.0,81.0,27.5,26.7,66.0,63.6,626612.0,609376.0,0.0,118674.0,404932.0,2217.0,221697.0,14.6,0.56,No,Compliant,19584.0,47.5829,-122.3228994,2203 AIRPORT WAY S,SEATTLE,WA,A+,"2203 AIRPORT WAY S,SEATTLE,WA"
2749,23975,2016,Nonresidential COS,Warehouse,Airport Way Ctr - Bldg D,2,GREATER DUWAMISH,1985,1.0,1.0,22803,0,22803,"NON-REFRIGERATED WAREHOUSE, OTHER",Non-Refrigerated Warehouse,19373.0,78.0,33.5,37.70000076,73.1,77.0,764094.5,859387.1875,0.0,121234.0,413650.0,3504.440186,350444.0,21.5,0.94,False,Compliant,98134.0,47.5829,-122.32417,2203 Airport Way S,Seattle,WA,A,"2203 Airport Way S,Seattle,WA"
1140,23976,2015,Nonresidential COS,Store,Airport Way Ctr - Bldg E,2,GREATER DUWAMISH,1985,1.0,1.0,23100,0,23100,"OFFICE, OTHER - PUBLIC SERVICES",Office,11550.0,,181.2,209.4,327.4,352.0,4185406.0,4836243.0,0.0,444183.0,1515615.0,26699.0,2669854.0,152.36,6.31,No,Compliant,19584.0,47.5829,-122.3228994,2203 AIRPORT WAY S,SEATTLE,WA,NC,"2203 AIRPORT WAY S,SEATTLE,WA"
2750,23976,2016,Nonresidential COS,Store,Airport Way Ctr - Bldg E,2,GREATER DUWAMISH,1985,1.0,1.0,23100,0,23100,"OFFICE, OTHER - PUBLIC SERVICES",Office,11550.0,,187.1999969,201.3000031,338.8,351.2,4323672.0,4649041.0,0.0,460915.5938,1572644.0,27510.277339999997,2751028.0,157.07,6.8,False,Compliant,98134.0,47.5829,-122.32417,2203 Airport Way S,Seattle,WA,NC,"2203 Airport Way S,Seattle,WA"
1141,23977,2015,NonResidential,Warehouse,PACIFIC FOOD IMPORTERS,2,GREATER DUWAMISH,1951,1.0,1.0,41550,0,41550,REFRIGERATED WAREHOUSE,Refrigerated Warehouse,41550.0,99.0,10.8,10.8,33.9,33.9,448676.0,448676.0,0.0,131499.0,448694.0,0.0,0.0,3.13,0.03,No,Compliant,19584.0,47.58252,-122.3219367,2323 AIRPORT WAY S,SEATTLE,WA,A+,"2323 AIRPORT WAY S,SEATTLE,WA"
2751,23977,2016,NonResidential,Warehouse,Pacific Food Importers,2,GREATER DUWAMISH,1951,1.0,1.0,41550,0,41550,REFRIGERATED WAREHOUSE,Refrigerated Warehouse,41550.0,94.0,15.5,15.5,48.6,48.6,642645.1875,642645.1875,0.0,188348.5,642645.0,0.0,0.0,4.48,0.11,False,Compliant,98134.0,47.58252,-122.32193000000001,2323 Airport Way S,Seattle,WA,A+,"2323 Airport Way S,Seattle,WA"
1142,24009,2015,NonResidential,Other,SEA-MAR COMMUNITY CARE CENTER (NURSING HOME),1,GREATER DUWAMISH,1994,1.0,2.0,54170,0,54170,OTHER,Other,54170.0,,100.8,104.5,214.5,218.4,5457975.0,5658884.0,0.0,825711.0,2817442.0,26406.0,2640649.0,159.89,2.73,No,Compliant,18388.0,47.52305,-122.318109,1040 S HENDERSON ST,SEATTLE,WA,NC,"1040 S HENDERSON ST,SEATTLE,WA"
2752,24009,2016,NonResidential,Other,Care Center,1,GREATER DUWAMISH,1994,1.0,2.0,54170,0,54170,OTHER,Other,54170.0,,107.1999969,111.6999969,221.2,226.0,5804784.5,6052090.0,0.0,825435.875,2816387.0,29883.96875,2988397.0,178.35,3.29,False,Compliant,98108.0,47.52305,-122.31898999999999,1040 S Henderson,Seattle,WA,NC,"1040 S Henderson,Seattle,WA"
1143,24012,2015,SPS-District K-12,Education,CONCORD ELEMENTARY SCHOOL (SPS-DISTRICT),1,GREATER DUWAMISH,2000,1.0,2.0,64493,0,64493,K-12 SCHOOL,K-12 School,64493.0,81.0,34.6,37.8,93.2,96.6,2231695.0,2438280.0,0.0,514301.0,1754868.0,4769.0,476900.0,37.56,0.47,Yes,Compliant,18388.0,47.52361,-122.3247703,723 S CONCORD ST,SEATTLE,WA,A+,"723 S CONCORD ST,SEATTLE,WA"
2753,24012,2016,SPS-District K-12,Education,Concord International Elementary,1,GREATER DUWAMISH,2000,1.0,2.0,64493,0,64493,K-12 SCHOOL,K-12 School,64493.0,85.0,30.89999962,31.60000038,86.6,87.3,1989763.875,2037940.0,0.0,489828.3125,1671294.0,3184.696045,318470.0,28.57,0.44,True,Error - Correct Default Data,98108.0,47.52361,-122.32468999999999,723 S. Concord St.,Seattle,WA,A+,"723 S. Concord St.,Seattle,WA"
1144,24018,2015,NonResidential,Education,ST EDWARDS SCHOOL,2,SOUTHEAST,1912,1.0,2.0,42252,0,42252,K-12 SCHOOL,K-12 School,42252.0,44.0,54.5,71.5,73.3,92.1,2300803.0,3019187.0,0.0,95546.0,326016.0,19748.0,1974800.0,107.15,2.5,No,Compliant,18800.0,47.55095,-122.2800394,4213 S ORCAS ST,SEATTLE,WA,B,"4213 S ORCAS ST,SEATTLE,WA"
2754,24018,2016,NonResidential,Education,St. Edward School,2,SOUTHEAST,1912,1.0,2.0,42252,0,42252,K-12 SCHOOL,K-12 School,42252.0,49.0,52.20000076,61.90000153,70.5,81.3,2203758.5,2617491.25,0.0,93303.20313,318351.0,18854.07813,1885408.0,102.35,2.42,False,Compliant,98118.0,47.55095,-122.27978,4200 Mead St.,Seattle,WA,B,"4200 Mead St.,Seattle,WA"
1145,24026,2015,NonResidential,Warehouse,U-HAUL,2,GREATER DUWAMISH,1955,1.0,1.0,23100,0,23100,SELF-STORAGE FACILITY,Self-Storage Facility,23250.0,,51.6,51.6,122.2,122.2,1200178.0,1200178.0,0.0,221837.0,756940.0,4433.0,443270.0,28.82,1.11,No,Compliant,18800.0,47.54514,-122.2859112,6401 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,NC,"6401 MARTIN LUTHER KING JR WAY S,SEATTLE,WA"
2755,24026,2016,NonResidential,Warehouse,U-Haul Moving & Storage of SE Seattle,2,GREATER DUWAMISH,1955,1.0,1.0,23100,0,23100,SELF-STORAGE FACILITY,Self-Storage Facility,23250.0,,37.09999847,38.40000153,101.4,105.4,863703.0,893514.5,0.0,203280.0938,693592.0,1701.1104739999998,170111.0,13.87,0.6,False,Compliant,98118.0,47.54514,-122.28596,6401 Mlk Jr Wy S,Seattle,WA,NC,"6401 Mlk Jr Wy S,Seattle,WA"
1146,24029,2015,NonResidential,Other,GRACE APOSTOLIC CHURCH,2,SOUTHEAST,1981,1.0,3.0,22895,0,22895,"PARKING, WORSHIP FACILITY",Worship Facility,22895.0,98.0,17.2,17.2,36.0,36.0,393493.0,393493.0,0.0,57706.0,196900.0,1966.0,196601.0,11.81,0.48,No,Compliant,18800.0,47.5419,-122.28297424,6718 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,A+,"6718 MARTIN LUTHER KING JR WAY S,SEATTLE,WA"
2756,24029,2016,NonResidential,Other,GRACE APOSTOLIC CHURCH,2,SOUTHEAST,1981,1.0,3.0,22895,0,22895,"PARKING, WORSHIP FACILITY",Worship Facility,22895.0,96.0,19.20000076,22.10000038,40.9,45.5,440419.1875,505585.0,0.0,66526.39844,226988.0,2134.310303,213431.0,12.92,0.56,False,Compliant,98118.0,47.5419,-122.28302,6718 M L King Jr Way S,Seattle,WA,A+,"6718 M L King Jr Way S,Seattle,WA"
1147,24030,2015,NonResidential,Store,KING PLAZA II,2,GREATER DUWAMISH,2002,1.0,2.0,54211,17471,36740,"PARKING, RETAIL STORE, SUPERMARKET/GROCERY STORE",Retail Store,30000.0,100.0,32.8,32.8,103.0,103.0,1147582.0,1147582.0,0.0,336337.0,1147629.0,0.0,0.0,8.0,0.06,Yes,Compliant,18800.0,47.53922,-122.2824236,6951 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,A+,"6951 MARTIN LUTHER KING JR WAY S,SEATTLE,WA"
2757,24030,2016,NonResidential,Store,King Plaza 6951,2,GREATER DUWAMISH,2002,1.0,2.0,54211,17471,36740,"PARKING, RETAIL STORE, SUPERMARKET/GROCERY STORE",Retail Store,30000.0,100.0,36.20000076,36.20000076,113.7,113.7,1267463.125,1267463.125,0.0,371472.0938,1267463.0,0.0,0.0,8.84,0.16,True,Error - Correct Default Data,98118.0,47.53922,-122.28295,6951 Martin Luther King Jr Way S,Seattle,WA,A+,"6951 Martin Luther King Jr Way S,Seattle,WA"
1148,24035,2015,SPS-District K-12,Education,RAINIER VIEW ELEMENTARY SCHOOL (SPS-DISTRICT),2,SOUTHEAST,1961,1.0,1.0,41428,0,41428,SPS-DISTRICT K-12,,,94.0,29.5,32.9,62.7,67.6,1223425.0,1362715.0,0.0,184173.0,628424.0,5950.0,595027.0,35.98,0.8,No,Compliant,18230.0,47.49917,-122.2626561,11236 BEACON AVE S,SEATTLE,WA,A+,"11236 BEACON AVE S,SEATTLE,WA"
2758,24035,2016,SPS-District K-12,Education,Rainier View Elementary,2,SOUTHEAST,1961,1.0,1.0,41428,0,41428,K-12 SCHOOL,K-12 School,41428.0,90.0,33.90000153,37.59999847,68.8,73.7,1404702.25,1556431.5,0.0,192707.2969,657517.0,7471.848633,747185.0,44.27,1.07,True,Error - Correct Default Data,98178.0,47.49917,-122.26306000000001,11650 Beacon Ave S,Seattle,WA,A+,"11650 Beacon Ave S,Seattle,WA"
1149,24070,2015,NonResidential,Warehouse,MINI WAREHOUSE/WAREHOUSE,5,NORTHEAST,2006,1.0,6.0,48179,7132,41047,SELF-STORAGE FACILITY,Self-Storage Facility,48179.0,,14.4,15.1,39.7,40.4,695606.0,727936.0,0.0,166055.0,566602.0,1290.0,129028.0,10.8,0.17,No,Compliant,18792.0,47.69316,-122.304978,8908 LAKE CITY WAY NE,SEATTLE,WA,NC,"8908 LAKE CITY WAY NE,SEATTLE,WA"
2759,24070,2016,NonResidential,Warehouse,Metro Self Storage,5,NORTHEAST,2006,1.0,6.0,48179,7132,41047,SELF-STORAGE FACILITY,Self-Storage Facility,48179.0,,16.5,17.39999962,45.7,47.5,797170.3125,837795.8125,0.0,191342.4063,652860.0,1443.099976,144310.0,12.22,0.25,False,Compliant,98115.0,47.69316,-122.30487,8908 Lake City Way NE,Seattle,WA,NC,"8908 Lake City Way NE,Seattle,WA"
1150,24083,2015,NonResidential,Warehouse,HARDWOOD DISTRIBUTORS,2,GREATER DUWAMISH,1937,1.0,1.0,52325,0,52325,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,52325.0,67.0,15.0,15.6,36.6,38.6,784762.0,818336.0,0.0,152679.0,520964.0,2638.0,263820.0,17.64,0.29,No,Compliant,19584.0,47.592940000000006,-122.3254719,1036 6TH AVE S,SEATTLE,WA,A,"1036 6TH AVE S,SEATTLE,WA"
2760,24083,2016,NonResidential,Warehouse,1024-1048 6th Ave S,2,GREATER DUWAMISH,1937,1.0,1.0,52325,0,52325,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,52325.0,67.0,15.5,17.60000038,37.8,41.1,808968.1875,919070.8125,0.0,158390.7031,540429.0,2685.389893,268539.0,18.03,0.34,False,Compliant,98134.0,47.592940000000006,-122.32555,1024-1048 6th Ave S,Seattle,WA,A,"1024-1048 6th Ave S,Seattle,WA"
1151,24085,2015,NonResidential,Other,ROMAINE ELECTRIC CO,2,GREATER DUWAMISH,1920,1.0,4.0,20600,0,20600,"REPAIR SERVICES (VEHICLE, SHOE, LOCKSMITH, ETC)","Repair Services (Vehicle, Shoe, Locksmith, etc)",20600.0,,13.7,17.5,24.9,29.4,281191.0,359971.0,0.0,30438.0,103860.0,1773.0,177335.0,10.14,0.47,No,Compliant,19584.0,47.59322,-122.3248815,1101 AIRPORT WAY S,SEATTLE,WA,NC,"1101 AIRPORT WAY S,SEATTLE,WA"
2761,24085,2016,NonResidential,Other,Performance Radiator,2,GREATER DUWAMISH,1920,1.0,4.0,20600,0,20600,"REPAIR SERVICES (VEHICLE, SHOE, LOCKSMITH, ETC)","Repair Services (Vehicle, Shoe, Locksmith, etc)",20600.0,,13.10000038,15.5,24.1,27.0,270838.5,318703.1875,0.0,29681.59961,101274.0,1695.6499019999999,169565.0,9.71,0.47,False,Compliant,98134.0,47.59322,-122.32491,1101 AIRPORT WAY S,Seattle,WA,NC,"1101 AIRPORT WAY S,Seattle,WA"
1152,24086,2015,Campus,Other,KING COUNTY METRO TRANSIT ATLANTIC-CENTRAL BASE-CAMPUS,2,GREATER DUWAMISH,1991,10.0,0.0,180796,0,180796,"OTHER, PARKING",Other,230970.0,,129.6,146.7,287.4,305.3,29939196.0,33884892.0,0.0,4900163.0,16720050.0,132198.0,13219839.0,818.66,4.13,No,Compliant,19584.0,47.59042,-122.3233985,1333 AIRPORT WAY S,SEATTLE,WA,NC,"1333 AIRPORT WAY S,SEATTLE,WA"
2762,24086,2016,Campus,Other,(ID#24086)Campus1:KC Metro Transit Atlantic Central Bases,2,GREATER DUWAMISH,1991,10.0,0.0,230971,0,230971,"OTHER, PARKING",Other,230970.0,,91.0,96.19999695,235.1,242.2,21022288.0,22230844.0,0.0,4519276.0,15419770.0,56025.15234,5602515.0,405.05,1.75,False,Compliant,98134.0,47.59042,-122.32498000000001,1333 AIRPORT WAY S,Seattle,WA,NC,"1333 AIRPORT WAY S,Seattle,WA"
1153,24089,2015,NonResidential,Store,646 S HOLGATE ST,2,GREATER DUWAMISH,1944,1.0,1.0,25880,0,25880,RETAIL STORE,Retail Store,25880.0,99.0,12.1,12.1,37.9,37.9,312563.0,312563.0,0.0,91607.0,312576.0,0.0,0.0,2.18,0.03,No,Compliant,19584.0,47.58698,-122.3243218,646 S HOLGATE ST,SEATTLE,WA,A+,"646 S HOLGATE ST,SEATTLE,WA"
2763,24089,2016,NonResidential,Store,646 S HOLGATE ST,2,GREATER DUWAMISH,1944,1.0,1.0,25880,0,25880,RETAIL STORE,Retail Store,25880.0,100.0,6.3000001910000005,6.3000001910000005,19.8,19.8,162960.0,162960.0,0.0,47760.80078,162960.0,0.0,0.0,1.14,0.04,False,Compliant,98134.0,47.58698,-122.32396999999999,646 S HOLGATE ST,Seattle,WA,A+,"646 S HOLGATE ST,Seattle,WA"
1154,24091,2015,NonResidential,Warehouse,TOTAL RECLAIM INC,2,GREATER DUWAMISH,1960,1.0,1.0,45842,0,45842,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,49802.0,98.0,11.3,10.9,32.3,31.0,816846.0,787426.0,0.0,205901.0,702564.0,1143.0,114312.0,10.97,0.17,No,Compliant,19584.0,47.58336,-122.3253069,2200 6TH AVE S,SEATTLE,WA,A+,"2200 6TH AVE S,SEATTLE,WA"
2764,24091,2016,NonResidential,Warehouse,"Total Reclaim, Inc",2,GREATER DUWAMISH,1960,1.0,1.0,45842,0,45842,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,49802.0,99.0,11.39999962,11.80000019,31.4,31.4,819354.625,847703.375,0.0,196713.7969,671187.0,1481.669922,148167.0,12.55,0.27,False,Compliant,98134.0,47.58336,-122.32525,2200 6th Ave SE,Seattle,WA,A+,"2200 6th Ave SE,Seattle,WA"
1155,24099,2015,NonResidential,Other,THERMAL SUPPLY,2,GREATER DUWAMISH,1972,1.0,1.0,31365,0,31365,OTHER,Other,31365.0,,20.5,20.4,64.1,63.8,643531.0,640838.0,0.0,187006.0,638090.0,55.0,5468.0,4.74,0.06,No,Compliant,19584.0,47.57936,-122.3233478,717 S LANDER ST,SEATTLE,WA,NC,"717 S LANDER ST,SEATTLE,WA"
2765,24099,2016,NonResidential,Other,Thermal Supply,2,GREATER DUWAMISH,1972,1.0,1.0,31365,0,31365,OTHER,Other,31365.0,,20.79999924,21.60000038,64.6,66.9,652991.6875,678829.8125,0.0,187982.9063,641398.0,115.9399872,11594.0,5.09,0.16,False,Compliant,98134.0,47.57936,-122.32321999999999,717 S Lander,Seattle,WA,NC,"717 S Lander,Seattle,WA"
1156,24100,2015,NonResidential,Other,CANAL BOILER WORKS,2,GREATER DUWAMISH,1910,1.0,1.0,32100,0,32100,OTHER,Other,32100.0,,17.5,17.5,37.2,37.2,560902.0,560902.0,0.0,84779.0,289277.0,2716.0,271637.0,16.44,0.47,No,Compliant,19584.0,47.57959,-122.3255288,2702 6TH AVE S,SEATTLE,WA,NC,"2702 6TH AVE S,SEATTLE,WA"
2766,24100,2016,NonResidential,Other,Canal Boiler Works,2,GREATER DUWAMISH,1910,1.0,1.0,32100,0,32100,OTHER,Other,32100.0,,23.60000038,28.20000076,45.2,50.0,758008.875,904458.125,0.0,92034.20313,314021.0,4439.880371,443988.0,25.77,0.8,False,Compliant,98134.0,47.57959,-122.32557,2702 6th Ave S,Seattle,WA,NC,"2702 6th Ave S,Seattle,WA"
1157,24102,2015,NonResidential,Warehouse,INGERSOLL - RAND 1,2,GREATER DUWAMISH,1966,1.0,1.0,20520,0,20520,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,15400.0,70.0,29.8,29.8,52.3,52.3,610711.0,610711.0,0.0,60649.0,206942.0,4038.0,403777.0,22.89,1.07,No,Compliant,19584.0,47.57895,-122.32592806,2724 6TH AVE S,SEATTLE,WA,A,"2724 6TH AVE S,SEATTLE,WA"
2767,24102,2016,NonResidential,Warehouse,Ingersoll Rand Building,2,GREATER DUWAMISH,1966,1.0,1.0,20520,0,20520,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,15400.0,20.0,56.90000153,62.59999847,106.5,112.5,1167887.75,1284942.5,0.0,134489.0938,458877.0,7090.110352,709011.0,40.85,1.99,False,Compliant,98134.0,47.57895,-122.32551000000001,2724 6th Avenue S,Seattle,WA,D,"2724 6th Avenue S,Seattle,WA"
1158,24104,2015,NonResidential,Warehouse,NW WIRE WORKS,2,GREATER DUWAMISH,1945,1.0,1.0,22972,0,22972,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,22972.0,12.0,20.7,23.5,64.9,73.9,474811.0,540292.0,0.0,139159.0,474830.0,0.0,0.0,3.31,0.06,No,Compliant,19584.0,47.57833,-122.3255771,2752 6TH AVE S,SEATTLE,WA,D,"2752 6TH AVE S,SEATTLE,WA"
2768,24104,2016,NonResidential,Warehouse,CF Resource,2,GREATER DUWAMISH,1945,1.0,1.0,22972,0,22972,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,22972.0,12.0,21.60000038,23.5,67.7,73.8,495481.0,539778.5,0.0,145217.2031,495481.0,0.0,0.0,3.45,0.15,False,Compliant,98134.0,47.57833,-122.32563,2752 6th Ave S,Seattle,WA,D,"2752 6th Ave S,Seattle,WA"
1159,24105,2015,NonResidential,Warehouse,625 BUILDING,2,GREATER DUWAMISH,1953,1.0,1.0,24990,0,24990,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,25649.0,69.0,18.3,18.3,50.5,50.5,591249.0,591249.0,0.0,142406.0,485908.0,1054.0,105361.0,8.98,0.28,No,Compliant,19584.0,47.57934,-122.3248659,625 S LANDER ST,SEATTLE,WA,A,"625 S LANDER ST,SEATTLE,WA"
2769,24105,2016,NonResidential,Warehouse,625 Building,2,GREATER DUWAMISH,1953,1.0,1.0,24990,0,24990,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,25649.0,80.0,16.20000076,17.0,43.7,44.6,523614.0938,550746.6875,0.0,121398.7969,414213.0,1094.0117189999999,109401.0,8.7,0.35,False,Compliant,98134.0,47.57934,-122.32501,625 South Lander,Seattle,WA,A,"625 South Lander,Seattle,WA"
1160,24106,2015,NonResidential,Store,BRU-PREP,2,GREATER DUWAMISH,1951,1.0,2.0,24000,0,24000,"OFFICE, RETAIL STORE",Retail Store,22740.0,,39.8,48.7,86.5,99.3,1098965.0,1343275.0,0.0,172994.0,590278.0,5087.0,508711.0,31.13,1.19,No,Compliant,19584.0,47.57667,-122.3254054,2922 6TH AVE S,SEATTLE,WA,NC,"2922 6TH AVE S,SEATTLE,WA"
2770,24106,2016,NonResidential,Store,BRU-PEP 2922-2930,2,GREATER DUWAMISH,1951,1.0,2.0,24000,0,24000,"OFFICE, RETAIL STORE",Retail Store,22740.0,,47.79999924,54.29999924,98.0,107.0,1318947.25,1497394.75,0.0,184901.2969,630883.0,6880.640137,688064.0,40.94,1.71,False,Compliant,98134.0,47.57667,-122.32542,2922 6th Ave S,Seattle,WA,NC,"2922 6th Ave S,Seattle,WA"
